Ticker,Close,VWAP_window,Volume,DVOL,SMA4,SMA12,SMA46,Gradient_SMA4,Gradient_SMA46,Deviation_SMA4,Deviation_SMA46,Bars_since_SMA4,RSI6,RSI12,RSI24,RSI_sync_days,ATR10,ATR10_pct,RVOL10_max_10,CLV,CLV_rvol,Star_candle,Star_days_ago,WMA5,WMA10,WMA20,Gradient_WMA20,WMA_sync,WMA_fan_spread
MARA,11.64,11.211,189308933.0,2203555980.12,11.4,11.2733,11.0457,0.8368,-1.2964,4.7368,8.0968,0.0,52.2707,49.2602,44.2174,3,2.0915,17.9682,1.6495,0.4872,0.397,False,,11.51,11.1309,11.6729,-0.449,False,-1.3956
MDT,92.77,89.251,31881177.0,2957616790.29,92.2825,88.3142,90.0746,-0.157,0.05,2.4517,4.963,0.0,64.7247,60.4426,55.0036,12,4.4119,4.7557,1.5513,-0.5203,-0.4575,False,,92.4007,91.0762,87.5046,0.9926,True,5.5952
MET,97.35,81.912,9542219.0,928935019.65,97.155,95.4217,82.5296,0.7776,0.4628,1.2506,19.1936,0.0,68.4031,68.2457,61.6649,1,3.9897,4.0983,1.5126,0.3154,0.1809,False,,97.0353,96.7593,94.024,0.7605,True,3.2028
MGNI,25.63,16.483,9770298.0,250412737.74,24.31,22.31,16.3279,2.2148,1.0372,10.4072,64.3809,0.0,78.6225,73.8488,64.065,23,2.2256,8.6834,1.5689,0.3406,0.2704,False,,24.4367,23.7582,21.6485,3.0091,True,12.8794
MPC,421.96,243.91,9642587.0,4068786010.52,393.905,339.8633,246.535,3.9643,2.0224,7.597,71.9147,0.0,90.3429,83.8607,77.5164,6,25.0575,5.9383,1.3513,0.8952,0.7863,False,,397.24,372.558,334.0299,3.645,True,18.9235
MRNA,158.07,70.189,41371492.0,6539591740.44,146.395,97.6617,57.8609,2.2346,5.0435,10.6321,179.9127,0.0,85.8317,81.4009,77.7871,5,20.8993,13.2215,11.1896,0.6609,0.319,False,,148.266,123.0044,97.1869,8.5695,True,52.5576
MSFT,497.75,430.721,62324761.0,31022149787.75,501.6525,458.4225,437.4615,0.7257,-0.0996,2.875,16.5703,0.0,66.2276,62.2524,53.3788,8,29.2773,5.8819,1.426,-0.0739,-0.0318,False,,498.7113,490.1502,456.9593,1.334,True,9.1369
MSTR,132.25,142.33,65863937.0,8710505668.25,133.3325,110.07,142.1948,2.4677,-2.0768,7.503,13.2679,0.0,61.2548,51.2273,40.6886,7,19.6701,14.8734,1.8211,0.2582,0.1669,False,,132.4933,121.3376,115.3899,0.6459,True,14.8223
MTCH,43.77,34.19,10321631.0,451777788.87,42.4,39.9083,34.9638,1.7247,0.7132,5.1533,27.5176,1.0,80.8947,72.7679,66.1009,5,2.662,6.0818,1.6538,0.199,0.1366,False,,42.5347,41.1338,39.5242,1.3999,True,7.6167
NCT,8.575,4.684,280018371.0,2401157531.325,3.5362,3.4337,5.6128,37.8277,-6.0655,163.5616,66.0501,0.0,73.1134,63.4332,45.1284,1,2.2144,25.8239,21.5543,0.8354,18.0056,True,0.0,3.9423,3.6825,3.4253,17.0472,True,15.092
NEOG,12.83,9.03,9455468.0,121313654.44,12.025,11.1533,9.3685,1.8465,1.5575,8.1081,38.7632,0.0,77.3403,70.7341,67.4975,8,1.0191,7.9433,1.5561,0.7453,0.7217,False,,12.1353,11.8473,10.998,2.3685,True,10.3413
NET,333.94,221.847,10668735.0,3562717365.9,304.8075,288.1683,224.8591,3.4036,0.7827,10.5288,49.8271,1.0,72.101,67.3533,60.2364,2,35.4267,10.6087,1.638,0.7878,0.5057,False,,308.36,301.9296,282.0892,2.6438,True,9.3129
NFLX,75.31,88.437,93540020.0,7044498906.2,78.17,75.5283,87.4357,-1.3595,-0.9053,3.6715,13.8796,0.0,41.178,40.6537,38.4874,7,5.2926,7.0277,1.6588,-0.9965,-0.5253,False,,77.5953,77.0345,76.7578,-0.4934,True,1.0911
NTNX,69.97,48.807,8771718.0,613757108.46,68.2775,62.1021,50.5299,0.8568,-0.0546,3.2258,39.4818,0.0,77.2958,71.1988,56.1597,23,4.8324,6.9064,1.4231,0.7494,0.4803,False,,68.2447,66.4239,61.1082,2.2893,True,11.6784
NTSK,17.21,12.708,31832525.0,547837755.25,15.235,13.9892,13.4938,4.5317,-1.0306,17.492,32.6527,0.0,72.3085,63.7357,50.623,23,2.1601,12.5517,1.7571,0.5158,0.6954,False,,15.424,14.9375,13.5929,3.5035,True,13.4712
NUAI,5.81,5.066,18830095.0,109402851.95,5.455,4.9783,4.7958,4.4754,0.0657,12.7406,28.2383,0.0,64.5762,57.2866,52.2671,3,1.2004,20.661,1.4483,0.236,0.1358,False,,5.5477,5.2848,5.1356,1.5597,True,8.0243
NVAX,10.0,8.774,16451285.0,164512850.0,9.725,8.825,8.5315,2.7628,0.4085,6.7352,21.6665,0.0,63.252,57.0255,54.2566,5,1.2095,12.0948,1.7784,0.3896,0.3108,False,,9.72,9.1298,8.9849,1.0833,True,8.182
OBDC,11.35,11.654,10006750.0,113576612.5,11.2825,11.1733,11.592,0.1109,-0.3127,1.6619,5.274,0.0,54.6892,51.0085,45.593,1,0.5153,4.54,1.8522,0.5096,0.2849,False,,11.278,11.2956,11.1808,0.1564,False,0.8693
OKTA,190.02,104.793,14918706.0,2834852514.12,173.3375,152.8392,104.7065,8.246,2.066,11.1069,83.9331,0.0,80.3215,76.0061,70.0207,4,18.1548,9.5542,2.2931,0.7703,0.7275,False,,173.0333,162.1913,148.8061,3.9866,True,16.281
OPCH,24.5,25.852,9856671.0,241488439.5,24.0225,23.1188,27.0755,0.836,-0.1228,3.5696,14.2215,0.0,66.6794,54.3023,51.125,1,1.5973,6.5194,1.6003,0.5408,0.507,False,,24.0367,23.7915,22.9634,1.0451,True,4.674
ORCL,150.59,169.79,116258549.0,17507374893.91,152.625,142.2242,170.2165,0.6771,-1.4205,8.9271,18.3393,1.0,49.7617,45.7532,40.5516,7,19.2258,12.767,1.9008,0.7831,0.5815,False,,151.9053,148.1838,151.3781,-0.7943,False,0.3483
PBF,77.16,45.02,16552404.0,1277183492.64,75.27,67.1517,45.3917,1.213,2.0804,3.5074,71.6392,0.0,71.4269,69.6997,66.5255,6,8.5179,11.0392,1.49,0.8426,0.9552,False,,75.874,73.0927,64.3285,3.333,True,17.9478
PBR.A,18.94,15.633,24890598.0,471427926.12,18.2675,16.8567,15.5157,2.3821,1.1116,7.8418,26.9686,3.0,71.5939,64.3473,64.1292,2,1.2226,6.4554,1.3872,-0.3333,-0.2374,False,,18.4433,17.6978,16.9338,1.21,True,8.9146
PEGA,36.07,39.737,8152458.0,294059160.06,36.46,33.0229,42.1417,1.736,-1.4127,4.9369,17.7538,0.0,60.787,49.9828,41.1359,8,3.7151,10.2998,3.7475,-0.3487,-0.2119,False,,36.2193,34.7327,33.4207,0.8139,True,8.3739
PGEN,7.87,4.782,21167996.0,166592128.52,7.1925,6.4067,4.7613,2.3564,1.7177,10.4623,66.866,0.0,71.3703,67.438,62.6683,1,0.8742,11.1076,1.9232,0.8734,0.8089,False,,7.2767,6.9633,6.2595,3.7507,True,16.2504
PLTR,176.24,153.563,80645615.0,14212983187.6,176.0225,155.3775,153.0757,-0.5241,-0.3435,1.0553,16.204,0.0,63.7667,59.3264,51.5629,7,17.5657,9.9669,2.3,0.7138,0.3132,False,,175.042,170.0258,155.0396,1.9299,True,12.9015
PSKY,10.62,11.221,60591963.0,643486647.06,10.74,9.78,11.1903,0.6305,-0.9224,2.1881,6.1243,0.0,60.8976,52.2195,44.7604,7,1.0031,9.4454,1.831,-0.7013,-0.7957,False,,10.6793,10.2409,9.9608,0.5873,True,7.2135
RBRK,107.83,69.844,13437392.0,1448953979.36,95.3,88.8483,70.2146,2.0513,1.0132,14.3442,55.1957,0.0,71.0553,67.3174,60.6724,1,11.86,10.9988,1.696,0.8851,0.7649,False,,96.8633,94.0611,87.1527,3.2638,True,11.1421
REXR,38.43,37.2,10927974.0,419962040.82,37.5975,36.9292,37.2852,0.8011,-0.1684,5.5123,6.3961,1.0,66.3019,58.0229,50.4838,13,1.8477,4.8079,1.5438,-0.2525,-0.2218,False,,37.7447,37.4755,36.6769,0.6393,True,2.9114
RIOT,21.88,18.611,48333159.0,1057529518.92,21.035,20.6283,18.5827,2.4666,0.246,4.8966,18.7394,0.0,55.0096,52.4594,50.9694,3,3.8997,17.823,2.1264,0.833,0.438,False,,21.2327,20.715,21.6848,-0.2997,False,-2.085
ROIV,39.98,28.113,23522262.0,940420034.76,37.61,36.1508,28.6446,2.4766,1.5287,10.6089,45.2282,3.0,73.1748,71.6587,71.391,2,2.9141,7.2888,2.2961,-0.3306,-0.2386,False,,38.246,37.0911,35.5032,1.8412,True,7.7255
RPD,12.41,9.63,8269056.0,102618984.96,11.7525,11.2692,10.1,1.1984,-1.3044,10.2736,28.3158,0.0,59.3583,57.2758,48.7031,1,1.9838,15.9857,1.4526,0.53,0.3713,False,,11.648,11.6442,10.7002,2.7517,True,8.8574
RUM,8.89,6.966,42080109.0,374092169.01,8.41,7.1779,6.598,-0.4745,0.6711,6.0048,35.1158,0.0,63.5598,60.3402,56.2183,1,1.3432,15.1096,2.6178,0.9625,2.5198,False,,8.396,7.9442,7.4245,2.0659,True,13.0847
RVTY,146.73,104.343,8749210.0,1283771583.3,132.515,120.4583,103.5487,4.2351,1.1219,12.8325,44.3958,0.0,84.0522,77.4022,68.3749,1,10.303,7.0217,1.3451,0.7818,0.935,False,,133.5933,127.0807,119.1554,3.0086,True,12.1169
S,23.19,16.195,42078866.0,975808902.54,21.09,20.185,16.2309,2.3993,0.7178,15.0071,49.4375,0.0,69.1873,65.3449,59.5038,1,2.4127,10.4042,1.5398,0.4328,0.496,False,,21.2573,21.1053,19.7114,2.4314,True,7.8429
